budget,revenue,runtime,popularity,vote_count,vote_average,profit
130000000,117831631.0,105.0,12.204174,1294.0,5.2,-12168369.0
0,0.0,100.0,4.930447,179.0,6.4,0.0
1400000,0.0,98.0,2.912044,55.0,5.4,-1400000.0
0,0.0,92.0,1.459705,22.0,5.7,0.0
0,0.0,90.0,1.714883,15.0,4.0,0.0
0,0.0,88.0,11.785502,34.0,4.1,0.0
11,0.0,71.0,0.037647,1.0,5.0,-11.0
0,0.0,76.0,0.237749,1.0,5.0,0.0
0,0.0,95.0,0.00335,4.0,2.5,0.0
0,0.0,89.0,0.750256,5.0,5.6,0.0
0,0.0,117.0,1.210849,1.0,6.0,0.0
0,0.0,95.0,5.648219,12.0,3.5,0.0
0,0.0,90.0,1.00752,8.0,4.6,0.0
0,0.0,84.0,1.539406,29.0,4.6,0.0
0,0.0,71.0,0.598618,1.0,0.0,0.0
0,0.0,85.0,0.051342,1.0,5.0,0.0
0,0.0,99.0,0.923613,7.0,6.6,0.0
0,0.0,113.0,0.442866,2.0,6.0,0.0
0,0.0,114.0,8.261115,6.0,6.3,0.0
0,0.0,110.0,0.000578,4.0,5.8,0.0
18000000,268157400.0,96.0,11.90575,2773.0,6.2,250157400.0
0,0.0,95.0,0.88414,13.0,5.9,0.0
0,0.0,104.0,1.867242,36.0,6.1,0.0
0,0.0,0.0,0.625962,4.0,4.9,0.0
0,0.0,102.0,0.418236,6.0,5.8,0.0
0,0.0,98.0,0.106081,1.0,5.0,0.0
0,0.0,9.0,0.002317,12.0,7.2,0.0
0,0.0,98.0,4.555887,14.0,3.9,0.0
0,0.0,45.0,2.771081,16.0,5.4,0.0
0,0.0,45.0,2.455786,10.0,4.2,0.0
0,0.0,93.0,5.354069,21.0,4.0,0.0
0,0.0,84.0,0.904319,9.0,3.5,0.0
0,0.0,74.0,0.065884,1.0,4.0,0.0
0,0.0,75.0,0.046415,0.0,0.0,0.0
0,0.0,0.0,0.009603,0.0,0.0,0.0
750000,3000000.0,102.0,0.950176,17.0,3.8,2250000.0
0,0.0,90.0,6.18442,172.0,8.1,0.0
0,0.0,88.0,0.31646,2.0,4.5,0.0
0,0.0,96.0,1.74524,12.0,2.0,0.0
0,4187.0,91.0,5.819403,108.0,5.4,4187.0
0,0.0,91.0,0.331624,1.0,5.0,0.0
10900000,16505460.0,105.0,13.454169,230.0,7.2,5605460.0
16000000,5867686.0,117.0,6.985915,256.0,6.2,-10132314.0
0,0.0,0.0,0.110588,3.0,6.7,0.0
1400000,3500000.0,103.0,3.143929,61.0,7.0,2100000.0
0,0.0,105.0,0.640175,10.0,6.0,0.0
0,0.0,90.0,6.965686,187.0,5.2,0.0
0,0.0,70.0,0.210934,1.0,6.0,0.0
0,9500000.0,96.0,7.093984,15.0,6.4,9500000.0
0,0.0,100.0,5.259607,42.0,7.0,0.0
0,0.0,80.0,3.849058,28.0,6.6,0.0
0,0.0,96.0,0.767843,5.0,4.7,0.0
0,0.0,97.0,7.201765,79.0,5.2,0.0
1000000,0.0,105.0,3.145307,32.0,6.2,-1000000.0
0,0.0,64.0,0.287635,8.0,7.6,0.0
0,0.0,92.0,1.229098,3.0,5.8,0.0
0,0.0,92.0,5.431335,35.0,5.1,0.0
0,0.0,100.0,11.322269,20.0,5.9,0.0
0,0.0,83.0,0.510191,2.0,4.5,0.0
0,0.0,110.0,1.087389,17.0,5.1,0.0
5000000,10429707.0,98.0,6.127302,122.0,5.5,5429707.0
4200000,0.0,108.0,2.715787,20.0,5.8,-4200000.0
0,0.0,65.0,0.469914,3.0,6.5,0.0
0,0.0,99.0,0.366271,5.0,8.2,0.0
0,0.0,91.0,0.726975,3.0,7.7,0.0
0,0.0,107.0,0.693611,9.0,6.7,0.0
0,0.0,65.0,1.381365,1.0,5.0,0.0
0,0.0,84.0,0.351251,7.0,5.6,0.0
0,0.0,96.0,0.940985,3.0,5.7,0.0
40000000,126546825.0,89.0,36.447603,6048.0,6.3,86546825.0
250000000,747862775.0,131.0,26.058586,6155.0,7.5,497862775.0
160000000,529076069.0,123.0,14.019239,3232.0,6.1,369076069.0
0,0.0,86.0,0.85277,4.0,4.8,0.0
0,0.0,133.0,0.670488,8.0,6.5,0.0
1000000,0.0,100.0,8.361319,90.0,5.1,-1000000.0
15000000,59209.0,95.0,7.844705,561.0,5.8,-14940791.0
0,0.0,400.0,2.60673,25.0,7.7,0.0
0,0.0,59.0,0.520616,5.0,9.2,0.0
0,258384.0,90.0,11.509412,464.0,6.9,258384.0
0,0.0,100.0,7.261527,356.0,6.4,0.0
0,0.0,110.0,4.718862,65.0,6.3,0.0
0,0.0,140.0,0.209422,3.0,7.2,0.0
0,0.0,97.0,0.149418,4.0,8.0,0.0
200000,0.0,90.0,0.717206,4.0,6.4,-200000.0
0,0.0,90.0,0.828192,11.0,6.9,0.0
0,0.0,82.0,0.440479,4.0,5.0,0.0
0,0.0,90.0,0.145289,7.0,6.0,0.0
0,0.0,70.0,1.26846,20.0,7.4,0.0
70000000,18662027.0,88.0,6.660309,45.0,5.8,-51337973.0
0,0.0,39.0,0.994216,10.0,6.9,0.0
11000000,45967935.0,114.0,8.720309,1203.0,7.2,34967935.0
0,0.0,101.0,0.003013,4.0,5.5,0.0
0,0.0,105.0,1.254761,10.0,3.9,0.0
0,0.0,83.0,8.259261,14.0,6.2,0.0
0,0.0,71.0,0.007068,0.0,0.0,0.0
0,0.0,120.0,1.900797,11.0,6.0,0.0
0,0.0,72.0,0.632072,5.0,4.7,0.0
0,0.0,129.0,0.04557,4.0,7.5,0.0
0,0.0,168.0,3.578894,64.0,6.1,0.0
0,0.0,70.0,0.358309,7.0,2.6,0.0
0,0.0,100.0,0.070863,1.0,6.0,0.0
1800000,0.0,105.0,0.52762,5.0,6.0,-1800000.0
0,0.0,129.0,3.451787,51.0,6.8,0.0
0,0.0,95.0,1.059291,5.0,5.4,0.0
0,0.0,101.0,1.02843,5.0,7.4,0.0
0,0.0,98.0,0.523947,1.0,6.0,0.0
0,0.0,77.0,0.997752,11.0,3.9,0.0
0,0.0,88.0,0.899505,7.0,6.1,0.0
0,0.0,99.0,2.257993,33.0,6.3,0.0
0,0.0,87.0,0.524521,1.0,6.0,0.0
0,0.0,133.0,12.661286,320.0,7.9,0.0
0,0.0,115.0,1.266184,6.0,6.3,0.0
0,0.0,78.0,0.004585,0.0,0.0,0.0
0,0.0,115.0,0.783818,3.0,5.3,0.0
0,0.0,75.0,0.001177,0.0,0.0,0.0
0,0.0,60.0,0.00345,0.0,0.0,0.0
318000,121179.0,85.0,8.93232,210.0,6.4,-196821.0
0,0.0,60.0,1.634311,22.0,5.6,0.0
0,0.0,85.0,0.589213,7.0,4.9,0.0
0,0.0,90.0,1.028307,4.0,3.8,0.0
10000,0.0,95.0,0.862652,14.0,4.2,-10000.0
0,0.0,90.0,0.197102,1.0,7.0,0.0
0,0.0,99.0,0.00022,5.0,3.8,0.0
0,0.0,90.0,0.815273,5.0,6.1,0.0
0,0.0,0.0,0.037867,1.0,2.5,0.0
0,0.0,95.0,5.750384,43.0,6.5,0.0
0,0.0,93.0,5.628651,34.0,6.3,0.0
0,0.0,76.0,1.452115,22.0,6.6,0.0
0,0.0,120.0,0.485748,5.0,5.0,0.0
0,0.0,71.0,0.591569,8.0,6.4,0.0
40000000,123494610.0,117.0,10.395472,1028.0,6.6,83494610.0
8000000,63464861.0,104.0,10.289628,1285.0,7.3,55464861.0
0,0.0,107.0,2.401406,21.0,5.9,0.0
0,0.0,79.0,0.762451,9.0,6.3,0.0
0,0.0,90.0,1.529379,11.0,3.5,0.0
0,0.0,80.0,12.48386,80.0,5.4,0.0
0,0.0,78.0,0.531012,2.0,3.3,0.0
0,0.0,112.0,0.002082,0.0,0.0,0.0
0,0.0,83.0,0.51655,3.0,4.0,0.0
0,0.0,90.0,0.344896,21.0,5.0,0.0
0,0.0,100.0,1.537704,12.0,7.3,0.0
0,44.0,76.0,0.635492,15.0,6.2,44.0
0,0.0,77.0,0.009507,0.0,0.0,0.0
0,0.0,105.0,0.000844,6.0,5.8,0.0
0,0.0,78.0,0.856423,10.0,5.9,0.0
0,16928137.0,97.0,0.43491,4.0,5.5,16928137.0
180000000,758539785.0,97.0,19.467404,4607.0,7.0,578539785.0
0,4507463.0,96.0,10.652311,265.0,5.5,4507463.0
0,14947.0,85.0,5.599039,213.0,4.8,14947.0
0,0.0,115.0,1.116528,2.0,7.0,0.0
0,0.0,96.0,1.06733,12.0,5.3,0.0
0,0.0,90.0,4.956361,9.0,2.1,0.0
2500000,0.0,101.0,6.195085,53.0,5.9,-2500000.0
1500000,0.0,71.0,0.458808,2.0,5.0,-1500000.0
0,0.0,88.0,0.347087,2.0,6.0,0.0
0,0.0,89.0,0.689498,3.0,7.8,0.0
0,0.0,98.0,0.550063,6.0,5.8,0.0
239000,0.0,93.0,4.565827,30.0,5.4,-239000.0
0,0.0,103.0,0.63149,1.0,5.0,0.0
0,0.0,87.0,0.119953,0.0,0.0,0.0
0,0.0,121.0,0.250186,2.0,6.0,0.0
0,0.0,100.0,0.935104,7.0,4.5,0.0
0,0.0,91.0,4.597515,4.0,5.5,0.0
0,0.0,94.0,0.436941,3.0,5.5,0.0
0,0.0,84.0,7.400531,42.0,6.4,0.0
3000000,0.0,130.0,4.047325,46.0,7.3,-3000000.0
0,0.0,94.0,6.136853,139.0,5.7,0.0
0,0.0,99.0,0.165861,1.0,6.5,0.0
0,0.0,116.0,10.38391,1494.0,5.8,0.0
0,0.0,106.0,0.630494,9.0,5.6,0.0
0,0.0,113.0,0.705365,8.0,5.9,0.0
0,0.0,113.0,0.742398,4.0,5.8,0.0
0,0.0,87.0,1.097326,4.0,8.8,0.0
0,14000.0,80.0,0.829,11.0,6.9,14000.0
178000000,370541256.0,113.0,31.982986,4979.0,7.6,192541256.0
0,0.0,160.0,1.244045,16.0,6.6,0.0
13000000,0.0,94.0,10.926965,1114.0,6.9,-13000000.0
0,0.0,90.0,0.736119,3.0,4.7,0.0
0,0.0,92.0,0.454477,3.0,5.0,0.0
0,0.0,96.0,2.647017,9.0,5.8,0.0
0,4878242.0,112.0,0.239993,190.0,7.0,4878242.0
150000000,682330139.0,131.0,17.836882,3274.0,7.1,532330139.0
0,0.0,180.0,7.999749,93.0,6.0,0.0
0,0.0,100.0,0.514069,4.0,3.8,0.0
0,0.0,81.0,0.441911,4.0,4.0,0.0
0,0.0,101.0,5.275286,6.0,4.4,0.0
25000000,38307627.0,124.0,9.453942,264.0,6.6,13307627.0
0,0.0,80.0,0.169505,3.0,5.0,0.0
0,0.0,92.0,0.265042,144.0,6.0,0.0
0,0.0,92.0,1.486499,10.0,6.1,0.0
0,0.0,50.0,0.036488,1.0,5.0,0.0
0,0.0,94.0,9.471018,25.0,5.1,0.0
0,0.0,103.0,1.551364,26.0,7.1,0.0
0,0.0,95.0,3.550047,23.0,6.9,0.0
0,340911.0,118.0,4.250364,63.0,5.3,340911.0
0,0.0,102.0,0.409034,2.0,6.5,0.0
0,0.0,89.0,3.305413,26.0,6.1,0.0
0,0.0,93.0,0.95393,2.0,5.8,0.0
5500000,0.0,91.0,7.164554,77.0,5.7,-5500000.0
0,0.0,86.0,0.315508,1.0,8.0,0.0
0,0.0,90.0,0.351776,2.0,6.8,0.0
0,0.0,92.0,0.183403,2.0,5.5,0.0
0,0.0,106.0,3.824707,40.0,6.9,0.0
0,0.0,110.0,0.443894,3.0,5.2,0.0
0,0.0,97.0,5.265969,208.0,4.3,0.0
8000000,0.0,88.0,4.805757,46.0,4.8,-8000000.0
0,0.0,94.0,0.007987,0.0,0.0,0.0
0,0.0,82.0,0.580806,8.0,6.1,0.0
0,0.0,110.0,0.080589,1.0,6.0,0.0
0,0.0,92.0,0.060946,1.0,5.0,0.0
0,0.0,74.0,0.108531,1.0,7.0,0.0
0,0.0,89.0,0.462133,5.0,7.6,0.0
0,0.0,92.0,0.338423,0.0,0.0,0.0
0,0.0,82.0,0.039955,1.0,8.0,0.0
0,0.0,101.0,2.038869,17.0,7.1,0.0
0,1000000.0,93.0,0.985785,0.0,0.0,1000000.0
0,0.0,52.0,0.361288,7.0,5.4,0.0
0,0.0,91.0,3.264401,53.0,7.0,0.0
2000000,0.0,103.0,3.343938,30.0,5.3,-2000000.0
0,0.0,102.0,0.620008,1.0,6.0,0.0
0,0.0,96.0,2.554227,4.0,4.3,0.0
12000000,307166834.0,125.0,16.274653,3868.0,7.6,295166834.0
12700000,3430018.0,112.0,15.108283,109.0,6.7,-9269982.0
0,0.0,83.0,1.451427,17.0,5.5,0.0
0,0.0,92.0,3.217885,57.0,5.3,0.0
17500000,7018189.0,93.0,5.346121,16.0,5.8,-10481811.0
0,0.0,85.0,4.314918,17.0,5.3,0.0
0,0.0,48.0,2.154873,2.0,6.0,0.0
0,0.0,0.0,1.325986,17.0,5.2,0.0
19700000,30000000.0,89.0,6.583428,128.0,6.6,10300000.0
0,14836.0,122.0,1.655794,21.0,5.9,14836.0
0,0.0,100.0,0.71267,5.0,3.9,0.0
0,0.0,77.0,0.141159,1.0,4.0,0.0
0,0.0,82.0,0.633906,0.0,0.0,0.0
3000000,0.0,84.0,3.13727,22.0,4.4,-3000000.0
0,0.0,6.0,9.953967,383.0,7.1,0.0
0,0.0,90.0,0.886775,1.0,6.0,0.0
0,0.0,89.0,0.539332,7.0,6.2,0.0
0,0.0,83.0,0.999504,12.0,6.2,0.0
0,0.0,88.0,0.159417,2.0,6.5,0.0
0,0.0,67.0,0.483098,0.0,0.0,0.0
0,0.0,50.0,0.41673,2.0,5.5,0.0
0,0.0,98.0,0.638642,6.0,4.8,0.0
3512454,115860.0,95.0,0.110065,20.0,7.0,-3396594.0
0,0.0,81.0,0.038081,1.0,5.0,0.0
0,6748712.0,120.0,9.491888,70.0,7.2,6748712.0
0,1338365.0,112.0,9.431879,398.0,5.8,1338365.0
0,0.0,120.0,1.97924,12.0,6.5,0.0
0,0.0,90.0,6.39093,42.0,5.8,0.0
0,0.0,109.0,0.466254,9.0,6.0,0.0
0,0.0,111.0,0.837091,6.0,5.1,0.0
0,0.0,98.0,0.557096,6.0,4.5,0.0
0,0.0,109.0,0.996049,4.0,8.0,0.0
0,0.0,101.0,8.6054,51.0,5.3,0.0
0,0.0,105.0,4.701726,156.0,6.6,0.0
0,0.0,94.0,4.783716,298.0,5.8,0.0
4357373,1200000.0,99.0,10.860471,202.0,6.5,-3157373.0
0,0.0,77.0,0.009421,0.0,0.0,0.0
0,0.0,90.0,0.870064,0.0,0.0,0.0
0,0.0,94.0,3.761562,9.0,5.4,0.0
0,0.0,98.0,0.112386,1.0,5.0,0.0
500000,500000.0,87.0,1.946823,20.0,3.8,0.0
50000000,188441614.0,112.0,10.901496,3375.0,7.0,138441614.0
6000000,5809330.0,111.0,7.217205,201.0,7.4,-190670.0
55000000,192330738.0,132.0,17.618057,2997.0,7.1,137330738.0
0,0.0,93.0,1.703802,16.0,5.3,0.0
145000000,609123048.0,102.0,12.256689,3163.0,7.6,464123048.0
0,0.0,100.0,0.950974,11.0,5.5,0.0
0,0.0,102.0,0.000308,3.0,7.7,0.0
0,0.0,97.0,0.184114,1.0,5.0,0.0
18000000,103215094.0,119.0,18.193263,4657.0,7.4,85215094.0
0,0.0,106.0,0.912608,9.0,5.6,0.0
0,0.0,0.0,0.107949,2.0,4.5,0.0
0,0.0,81.0,9.47693,93.0,4.3,0.0
0,0.0,74.0,0.001218,0.0,0.0,0.0
0,0.0,87.0,0.495447,5.0,6.1,0.0
0,0.0,100.0,1.018543,5.0,4.4,0.0
0,0.0,100.0,1.194683,6.0,4.5,0.0
0,0.0,59.0,0.861046,2.0,5.3,0.0
0,0.0,113.0,0.262854,3.0,6.7,0.0
0,0.0,99.0,0.000431,3.0,7.3,0.0
4141459,201607.0,87.0,5.109329,103.0,5.6,-3939852.0
0,0.0,90.0,2.405696,10.0,4.7,0.0
0,0.0,81.0,1.729206,12.0,6.8,0.0
0,0.0,90.0,0.333806,1.0,6.0,0.0
0,0.0,89.0,0.009412,1.0,6.0,0.0
0,0.0,83.0,2.382853,42.0,6.0,0.0
0,0.0,92.0,0.504241,2.0,7.0,0.0
0,0.0,110.0,0.64703,2.0,7.5,0.0
0,0.0,92.0,0.000729,2.0,5.5,0.0
0,0.0,105.0,0.194921,4.0,6.7,0.0
0,0.0,47.0,0.873309,8.0,5.8,0.0
0,0.0,73.0,0.396568,3.0,5.3,0.0
0,0.0,91.0,0.170552,3.0,5.8,0.0
0,0.0,112.0,1.150804,6.0,5.1,0.0
0,0.0,0.0,0.721507,2.0,8.5,0.0
0,0.0,97.0,0.409433,10.0,6.5,0.0
0,0.0,89.0,2.229266,5.0,5.8,0.0
0,0.0,86.0,10.964552,101.0,5.1,0.0
0,0.0,81.0,1.195504,14.0,7.0,0.0
0,0.0,91.0,1.182339,5.0,5.0,0.0
0,0.0,85.0,1.845877,25.0,5.8,0.0
0,0.0,111.0,5.262031,49.0,6.9,0.0
4000000,44349000.0,164.0,6.430591,2008.0,7.5,40349000.0
7000000,0.0,89.0,15.028038,69.0,5.8,-7000000.0
0,0.0,94.0,0.194933,3.0,5.7,0.0
0,0.0,94.0,5.112102,26.0,5.2,0.0
0,0.0,91.0,0.463448,1.0,10.0,0.0
24000000,70181428.0,105.0,7.576924,229.0,6.3,46181428.0
0,0.0,79.0,0.119526,0.0,0.0,0.0
0,0.0,84.0,9.837218,29.0,5.0,0.0
40000000,67347013.0,134.0,6.447072,257.0,6.8,27347013.0
0,0.0,99.0,1.633246,20.0,4.8,0.0
0,0.0,120.0,1.282504,12.0,3.4,0.0
0,0.0,87.0,0.436141,3.0,5.7,0.0
0,0.0,101.0,0.273637,2.0,6.5,0.0
0,0.0,92.0,6.311574,10.0,6.1,0.0
0,48911.0,105.0,6.114898,180.0,7.8,48911.0
0,0.0,85.0,0.526905,5.0,6.8,0.0
0,0.0,110.0,0.07436,2.0,5.0,0.0
0,0.0,0.0,0.04013,1.0,5.0,0.0
0,0.0,115.0,0.362159,3.0,6.7,0.0
0,0.0,113.0,0.060415,1.0,3.0,0.0
0,0.0,96.0,0.701604,4.0,6.1,0.0
0,0.0,84.0,0.335752,7.0,5.0,0.0
0,0.0,96.0,0.382406,4.0,5.5,0.0
210000000,1091405097.0,165.0,18.495599,3136.0,5.8,881405097.0
0,0.0,97.0,2.244867,39.0,6.9,0.0
1250000,0.0,93.0,0.998533,1.0,5.0,-1250000.0
0,0.0,85.0,1.554208,20.0,4.1,0.0
0,0.0,100.0,1.547762,16.0,6.3,0.0
0,0.0,92.0,0.797557,6.0,6.3,0.0
0,0.0,82.0,0.974261,3.0,6.0,0.0
0,0.0,97.0,0.120938,2.0,8.5,0.0
0,1503616.0,83.0,7.035082,112.0,7.8,1503616.0
3335702,0.0,128.0,1.963912,35.0,6.1,-3335702.0
0,0.0,90.0,0.468194,6.0,8.7,0.0
0,0.0,100.0,5.654098,103.0,5.5,0.0
0,0.0,76.0,1.108885,4.0,5.3,0.0
0,0.0,98.0,0.437779,4.0,4.5,0.0
0,645186.0,95.0,5.847845,667.0,6.8,645186.0
0,0.0,118.0,0.1188,2.0,7.0,0.0
0,0.0,93.0,1.750448,24.0,4.4,0.0
0,0.0,84.0,0.043929,0.0,0.0,0.0
0,0.0,102.0,0.966462,18.0,6.9,0.0
0,0.0,91.0,12.32849,145.0,5.9,0.0
0,0.0,108.0,1.502651,2.0,4.5,0.0
1200000,0.0,97.0,4.34926,19.0,5.3,-1200000.0
0,0.0,92.0,0.350577,9.0,5.6,0.0
0,0.0,0.0,0.009437,0.0,0.0,0.0
0,0.0,84.0,9.139015,173.0,5.3,0.0
0,0.0,56.0,0.020194,0.0,0.0,0.0
0,0.0,96.0,2.179796,20.0,6.3,0.0
0,0.0,79.0,0.140661,0.0,0.0,0.0
50000000,151165787.0,83.0,7.579855,286.0,5.8,101165787.0
0,0.0,97.0,1.786885,1.0,5.0,0.0
0,0.0,94.0,1.061447,4.0,5.9,0.0
0,0.0,77.0,0.001662,0.0,0.0,0.0
0,0.0,80.0,1.024055,5.0,8.4,0.0
0,0.0,76.0,0.135713,2.0,6.0,0.0
0,0.0,92.0,4.815961,34.0,7.7,0.0
0,0.0,91.0,2.704503,7.0,5.9,0.0
4,0.0,89.0,0.823401,12.0,2.8,-4.0
5900000,23000000.0,94.0,1.840891,34.0,4.7,17100000.0
0,0.0,99.0,1.432915,4.0,6.0,0.0
0,0.0,91.0,2.67732,8.0,6.6,0.0
0,0.0,9.0,1.812848,20.0,7.0,0.0
0,0.0,95.0,0.666362,6.0,7.3,0.0
20000000,100525432.0,97.0,7.359522,508.0,5.0,80525432.0
0,0.0,158.0,0.938742,10.0,7.2,0.0
3600000,0.0,110.0,1.91768,15.0,5.3,-3600000.0
0,0.0,100.0,0.00022,2.0,6.5,0.0
0,0.0,83.0,0.000115,0.0,0.0,0.0
0,0.0,127.0,8.732753,62.0,7.2,0.0
2000000,6676471.0,93.0,8.832788,1890.0,6.5,4676471.0
0,0.0,105.0,0.98068,4.0,4.8,0.0
0,0.0,86.0,2.243927,30.0,5.7,0.0
0,0.0,68.0,0.336935,4.0,4.8,0.0
0,0.0,116.0,0.4644,4.0,7.3,0.0
0,0.0,108.0,0.088669,0.0,0.0,0.0
0,0.0,87.0,0.174691,0.0,0.0,0.0
2200000,282358.0,121.0,6.313465,105.0,6.6,-1917642.0
3300000,13092000.0,105.0,64.29999,4376.0,8.3,9792000.0
0,0.0,110.0,1.170857,0.0,0.0,0.0
61000000,369330363.0,145.0,154.801009,6023.0,7.9,308330363.0
0,0.0,80.0,0.201927,5.0,5.1,0.0
0,0.0,115.0,0.3265,0.0,0.0,0.0
0,0.0,84.0,9.911949,179.0,5.5,0.0
0,0.0,120.0,7.615552,160.0,7.7,0.0
0,0.0,120.0,0.007073,0.0,0.0,0.0
0,0.0,82.0,0.008414,0.0,0.0,0.0
0,0.0,120.0,0.776164,6.0,6.0,0.0
0,0.0,166.0,0.936806,16.0,5.6,0.0
0,0.0,91.0,0.529802,2.0,3.5,0.0
0,0.0,102.0,0.765634,4.0,6.5,0.0
0,0.0,90.0,0.058682,1.0,4.0,0.0
0,0.0,88.0,0.016901,0.0,0.0,0.0
0,0.0,100.0,1.630916,9.0,5.8,0.0
0,0.0,102.0,0.107612,2.0,5.5,0.0
0,0.0,88.0,2.123816,13.0,5.4,0.0
0,0.0,88.0,0.361472,2.0,6.0,0.0
170000000,710644566.0,130.0,75.385211,4511.0,7.3,540644566.0
15000000,0.0,128.0,1.542334,23.0,6.5,-15000000.0
0,0.0,94.0,6.673398,17.0,4.6,0.0
0,0.0,156.0,5.251132,89.0,5.4,0.0
0,0.0,86.0,2.237762,33.0,4.8,0.0
0,0.0,85.0,0.20256,3.0,7.3,0.0
0,0.0,0.0,0.065675,0.0,0.0,0.0
0,0.0,114.0,0.806932,12.0,6.0,0.0
0,0.0,80.0,1.531619,23.0,7.7,0.0
2900000,74918.0,86.0,7.202832,173.0,5.5,-2825082.0
0,0.0,85.0,0.212166,4.0,6.3,0.0
0,0.0,76.0,0.298715,0.0,0.0,0.0
0,0.0,84.0,1.019489,5.0,4.3,0.0
3000000,0.0,87.0,3.282908,35.0,4.2,-3000000.0
0,0.0,80.0,1.623217,6.0,5.0,0.0
0,0.0,70.0,0.003763,0.0,0.0,0.0
0,0.0,99.0,3.285031,61.0,6.7,0.0
0,0.0,90.0,0.682534,3.0,3.5,0.0
0,0.0,91.0,0.002579,0.0,0.0,0.0
23000,0.0,78.0,1.456121,7.0,2.9,-23000.0
0,0.0,100.0,0.013542,0.0,0.0,0.0
0,0.0,0.0,0.00273,1.0,5.0,0.0
0,0.0,81.0,0.164734,3.0,5.7,0.0
0,0.0,99.0,1.423976,8.0,5.4,0.0
0,0.0,90.0,4.521805,9.0,5.3,0.0
30000000,0.0,118.0,8.536777,705.0,5.9,-30000000.0
0,0.0,115.0,2.37094,10.0,7.5,0.0
0,0.0,101.0,0.600061,15.0,5.4,0.0
0,0.0,88.0,0.824387,8.0,6.5,0.0
0,0.0,108.0,0.912033,17.0,7.4,0.0
0,0.0,90.0,1.001909,8.0,5.4,0.0
500,0.0,84.0,0.223236,1.0,7.0,-500.0
18000000,25312387.0,94.0,7.69684,166.0,5.7,7312387.0
0,0.0,91.0,1.235132,20.0,6.0,0.0
0,0.0,81.0,2.764915,36.0,5.0,0.0
0,0.0,112.0,1.34155,8.0,6.6,0.0
0,0.0,98.0,1.748059,40.0,4.3,0.0
0,0.0,93.0,6.322381,120.0,5.4,0.0
0,0.0,94.0,0.748217,6.0,4.6,0.0
0,0.0,89.0,0.505854,6.0,4.2,0.0
700000,0.0,92.0,0.061137,1.0,1.0,-700000.0
15000,0.0,72.0,0.061307,1.0,0.5,-15000.0
0,0.0,91.0,0.809425,11.0,4.1,0.0
0,0.0,99.0,0.256166,2.0,1.3,0.0
0,0.0,13.0,0.126284,3.0,5.7,0.0
40000000,126069509.0,97.0,27.470696,1733.0,5.2,86069509.0
0,0.0,104.0,2.393033,16.0,6.2,0.0
0,0.0,118.0,0.68213,3.0,3.3,0.0
0,0.0,99.0,0.018017,2.0,3.8,0.0
0,0.0,101.0,0.999281,4.0,3.0,0.0
150000,0.0,86.0,0.882615,2.0,5.0,-150000.0
0,336472.0,106.0,11.901185,1089.0,7.5,336472.0
0,0.0,180.0,1.116784,5.0,6.5,0.0
10000000,0.0,133.0,4.13924,42.0,7.1,-10000000.0
0,0.0,70.0,0.084771,1.0,7.0,0.0
0,0.0,100.0,1.270431,35.0,7.2,0.0
9000000,108782847.0,104.0,27.756026,2008.0,6.6,99782847.0
0,0.0,50.0,0.214007,1.0,5.0,0.0
0,0.0,98.0,0.441986,5.0,7.0,0.0
0,0.0,77.0,0.249638,5.0,6.0,0.0
0,3346257.0,111.0,3.352204,71.0,6.5,3346257.0
170000000,773328629.0,121.0,53.291601,10014.0,7.9,603328629.0
0,0.0,95.0,0.636497,7.0,5.9,0.0
0,0.0,90.0,0.16285,1.0,5.0,0.0
20000000,0.0,165.0,5.536166,21.0,5.9,-20000000.0
0,7182.0,102.0,1.998366,41.0,6.0,7182.0
4000000,600896.0,95.0,8.536786,639.0,5.8,-3399104.0
0,0.0,95.0,0.140747,3.0,6.3,0.0
0,0.0,58.0,0.142022,1.0,8.0,0.0
0,0.0,111.0,0.600459,1.0,6.0,0.0
0,0.0,86.0,1.65166,17.0,3.1,0.0
0,0.0,100.0,0.062423,1.0,5.0,0.0
0,2606000.0,106.0,2.839854,50.0,6.5,2606000.0
0,0.0,84.0,0.013359,0.0,0.0,0.0
0,0.0,80.0,8.742454,116.0,5.0,0.0
90000000,206172544.0,127.0,14.753545,1830.0,6.1,116172544.0
0,0.0,152.0,2.380826,35.0,5.7,0.0
0,32000000.0,150.0,6.034115,54.0,7.1,32000000.0
0,0.0,129.0,2.424208,41.0,6.3,0.0
0,0.0,131.0,6.100998,42.0,6.0,0.0
100000000,243400000.0,99.0,19.606895,1707.0,5.6,143400000.0
0,0.0,138.0,1.315493,18.0,7.2,0.0
0,0.0,75.0,0.016301,0.0,0.0,0.0
0,0.0,83.0,0.306712,8.0,8.1,0.0
0,0.0,81.0,1.602963,20.0,6.3,0.0
0,6701.0,92.0,2.340258,36.0,5.9,6701.0
0,0.0,94.0,0.729211,12.0,5.5,0.0
0,0.0,109.0,0.809306,14.0,5.9,0.0
15000000,31554855.0,121.0,10.432407,545.0,6.5,16554855.0
0,0.0,72.0,0.331435,1.0,6.0,0.0
0,0.0,91.0,2.00514,17.0,6.4,0.0
5500000,5483299.0,120.0,6.149295,304.0,6.4,-16701.0
0,0.0,120.0,1.030092,4.0,7.3,0.0
0,0.0,107.0,0.146181,1.0,5.0,0.0
0,0.0,82.0,0.210554,1.0,5.0,0.0
